Smiles	Standard Type	Standard Value	pChEMBL Value
Nc1ccc(S(=O)(=O)n2cc(C3CCNCC3)c3ccc(Cl)cc32)cc1	Ki	3.0	8.52
COc1ccc2c(c1)c(-c1[nH]c(N)nc1C)cn2S(=O)(=O)c1cccc(F)c1.Cl	Ki	9.0	8.05
COc1ccc2c(c1)c(-c1cnc(NC(C)=O)[nH]1)cn2S(=O)(=O)c1ccccc1	Ki	18.0	7.75
CCC(=O)Nc1nc(CC)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccc(OC)cc23)[nH]1	Ki	16.0	7.8
CCC(=O)Nc1nc(C)c(-c2cccc3c2ccn3S(=O)(=O)c2ccccc2)[nH]1	Ki	501.0	6.3
COc1ccc2c(c1)c(-c1nc(N)sc1C)cn2S(=O)(=O)c1cccc2ccccc12	Ki	44.0	7.36
Nc1ccc(S(=O)(=O)n2cc(C3=CCNCC3)c3cc(Br)ccc32)cc1	Ki	7.0	8.15
O=S(=O)(c1ccc(Cl)cc1)n1ccc2cc3c(cc21)CCNCC3	Ki	7.943	8.1
O=S(=O)(c1ccccn1)n1ccc2cc3c(cc21)CCNCC3	Ki	100.0	7.0
O=S(=O)(c1cccc(Cl)c1)n1cc(Cl)c2cc3c(cc21)CCNCC3	Ki	3.981	8.4
O=S(=O)(c1ccccc1)N1CCCc2cc3c(cc21)CCNCC3	Ki	39.81	7.4
CC1=C(CCN2CCCC2)c2cc(NS(=O)(=O)c3sc4ccc(Cl)cc4c3C)ccc2C1	Ki	20.0	7.7
CC1=C(CCN(C)C)c2cc(NS(=O)(=O)c3ccc4ccccc4c3)ccc2C1	Ki	51.0	7.29
Cc1c(OCc2ccc(Cl)c(Cl)c2)cccc1C1CCNCC1	Ki	219.0	6.66
Cc1cc2cc(NS(=O)(=O)c3ccc4ccccc4c3)ccc2n1CCN(C)C	Ki	85.8	7.07
COc1ccc2c(c1)c1c(n2Cc2ccccc2)CCCC1CN(C)C	Ki	136.0	6.87
Nc1ccc(S(=O)(=O)n2cc(C3CCNCC3)c3cc(F)ccc32)cc1	Ki	2.0	8.7
CC(C)c1ccc(S(=O)(=O)n2c3c(c4cc(Br)ccc42)CC(N(C)C)CC3)cc1	Ki	7.5	8.12
Cc1ccc(S(=O)(=O)n2c3c(c4cc(Cl)ccc42)CC(N(C)C)CC3)cc1	Ki	18.09	7.74
CN(C)C1CCc2c(c3cc(F)ccc3n2S(=O)(=O)c2ccccc2Br)C1	Ki	5.02	8.3
COc1ccc2c(c1)c1c(n2S(=O)(=O)c2cccc(C(F)(F)F)c2)CCC(N(C)C)C1	Ki	3.71	8.43
CN(C)C1CCc2c(c3cc(Br)ccc3n2S(=O)(=O)c2cccc(C(F)(F)F)c2)C1	Ki	5.5	8.26
CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2ccccc2)C1	Ki	8.82	8.05
CN1CCN(Cc2cn(S(=O)(=O)c3cccc(Br)c3)c3ccccc23)CC1	Ki	19.0	7.72
COc1ccc2c(c1)c(CN1CCNCC1)cn2S(=O)(=O)c1ccc(F)cc1.CS(=O)(=O)O.CS(=O)(=O)O	Ki	6.9	8.16
CN1CCN(Cc2c[nH]c3ccccc23)CC1	Ki	482.0	6.32
COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccc(C(C)C)cc1.CS(=O)(=O)O.CS(=O)(=O)O	Ki	1.63	8.79
COc1cccc2c1c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br.Cl.Cl	Ki	14.3	7.84
NCCc1ccc(NS(=O)(=O)c2ccccc2)cc1	Ki	38.0	7.42
NCCc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1	Ki	2.5	8.6
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	Ki	10.0	8.0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1	Ki	76.0	7.12
Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN[C@@H](C)C4)c3c2)sc2ccc(Cl)cc12	Ki	1.259	8.9
O=S(=O)(N[C@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1	Ki	551.0	6.26
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1	Ki	775.0	6.11
CCc1[nH]c2ccncc2c1CCN	Ki	4900.0	5.31
COc1ccc2[nH]cc(CCN(C)C)c2c1	Ki	70.0	7.16
NCCc1cn(S(=O)(=O)c2ccc(F)cc2)c2ccccc12	Ki	21.0	7.68
COc1cc(Br)c2c(c1)NC(=O)C(C)(c1ccccc1)C2=O	Ki	73.2	7.13
CC1(c2ccc(O)cc2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O	Ki	12.3	7.91
CC1(c2cccc(O)c2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O	Ki	30.1	7.52
COc1ccc2ccn(S(=O)(=O)c3ccc(N)cc3)c2c1	Ki	1.8	8.74
CCN1CCCC(n2cc(S(=O)(=O)c3cccc(F)c3)c3cccnc32)C1	Ki	4.4	8.36
O=S(=O)(c1ccccc1)N1CCOc2c(N3CCNCC3)cccc21	Ki	12.59	7.9
CC(C)N1CCCC(n2cc(S(=O)(=O)c3ccc(Cl)cc3)c3cccnc32)C1	Ki	11.1	7.96
CCN1CCCC(n2cc(S(=O)(=O)c3ccc(Cl)cc3)c3cccnc32)C1	Ki	33.5	7.47
CN1CCC(n2cc(S(=O)(=O)c3ccc(Cl)cc3)c3cccnc32)C1	Ki	4.2	8.38
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	0.263	9.58
CNc1nn2c(N)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	0.302	9.52
CNc1nn2c(N)cc(C)nc2c1S(=O)(=O)c1cccc(Cl)c1	Ki	0.2188	9.66
CNc1nn2c(C)cc(CN)nc2c1S(=O)(=O)c1ccccc1	Ki	0.9772	9.01
CNc1nn2c(C)c(CN)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1	Ki	0.5495	9.26
CNc1nn2c(N)c(Cl)c(C)nc2c1S(=O)(=O)c1ccccc1	Ki	0.14	9.85
O=S(=O)(NCCCCN1CCc2ccccc2C1)c1cnc2ccccc2c1	Ki	590.0	6.23
CCN(CCCN1CCN(c2ccccc2OC)CC1)S(=O)(=O)c1ccc2ncccc2c1	Ki	1920.0	5.72
CCN(CCCCCN1CCC2CCCCC2C1)S(=O)(=O)c1cccc2cccnc12	Ki	4587.0	5.34
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1	Ki	707.0	6.15
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	Ki	5.055	8.3
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	Ki	1423.0	5.85
O=S(=O)(NCC1CCN(CCOc2cccc(F)c2)CC1)c1cccc(Cl)c1	Ki	831.0	6.08
Cc1cccc(N2CCN(CCCCn3c(C)cn4c5c(=O)n(C)c(=O)n(C)c5nc34)CC2)c1C	Ki	510.0	6.29
Cn1c(=O)c2c(nc3n(CCCCN4CCN(c5ccc(Cl)cc5)CC4)c(=O)ccn23)n(C)c1=O	Ki	86.0	7.07
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	Ki	750.0	6.12
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	Ki	1041.0	5.98
CN(C)CCC=C1c2ccccc2CCc2ccccc21	Ki	65.0	7.19
CN1CCC(c2cn(S(=O)(=O)c3ccccc3Br)c3ccccc23)C1	Ki	1.0	9.0
CC1=C(C2CCCN(C)C2)c2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc2C1	Ki	18.0	7.75
CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21	Ki	4.8	8.32
Cc1c(S(=O)(=O)c2ccccc2)c2cccnc2n1CCN(C)C	Ki	4.7	8.33
CN(C)CCn1cc(S(=O)(=O)c2ccc(F)cc2)c2cccnc21	Ki	45.0	7.35
CC1=C(CCN(C)C)c2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc2C1	Ki	4.5	8.35
Nc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1	Ki	10.0	8.0
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	Ki	44.7	7.35
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	Ki	1346.0	5.87
CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc12	Ki	1.0	9.0
CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3)cc12	Ki	16.0	7.8
O=S(=O)(c1cccc(F)c1)n1cc(C2=CCCNC2)c2ccccc21	Ki	8.5	8.07
O=S(=O)(c1ccc(Cl)c(Cl)c1)n1cc(C2=CCCNC2)c2ccccc21	Ki	48.0	7.32
COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1	Ki	2.512	8.6
CN(C)CCn1ccc2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc21	Ki	1.995	8.7
Nc1ccc(S(=O)(=O)c2cc(Br)nc(Br)c2)cc1	Ki	50.12	7.3
O=S(=O)(c1ccccc1)c1cc2c(N3CCNCC3)cccc2[nH]1	Ki	0.1259	9.9
CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCCC2	Ki	6.4	8.19
O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12	Ki	720.0	6.14
Cn1c2c(c3cc(S(=O)(=O)c4cccc(F)c4)ccc31)C1CCC(C2)N1	Ki	4.1	8.39
Cn1c2c(c3cc(S(=O)(=O)c4ccccc4Cl)ccc31)C1CCC(C2)N1	Ki	4.8	8.32
Cn1c2c(c3cc(S(=O)(=O)c4cccc(Cl)c4)ccc31)C1CCC(C2)N1	Ki	1.9	8.72
CN1CCN(c2ccc([N+](=O)[O-])c(NCCc3ccccc3)c2)CC1	Ki	119.0	6.92
CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12	Ki	0.7	9.15
CC(C)Oc1cc(S(=O)(=O)c2ccccc2)cc2c3c(n(C)c12)CC1CCC3N1	Ki	14.0	7.85
Cn1c2c(c3cc(S(=O)(=O)n4ccc5cc(F)ccc54)ccc31)C1CCC(C2)N1	Ki	1.9	8.72
Cn1c2c(c3cc(S(=O)(=O)n4ccc5cc(F)ccc54)ccc31)C1CCC(C2)N1	Ki	1.1	8.96
COc1cc(S(=O)(=O)c2cn(C)c3ccccc23)cc2c3c(n(C)c12)CC1CCC3N1	Ki	2.4	8.62
Cc1cc(S(=O)(=O)c2ccccc2)cc2c3c(n(C)c12)CC1CCC3N1	Ki	3.3	8.48
O=S(=O)(c1cccc2ccccc12)n1ccc2ccc(N3CCN4CCCC4C3)cc21	Ki	0.2	9.7
O=S(=O)(c1ccccc1)n1ccc2ccc(N3CCN4CCCCC4C3)cc21	Ki	5.7	8.24
NCCc1c[nH]c2ccc(O)cc12	Ki	65.0	7.19
CN1CCN(Cc2ccc3c(c2)c(Cl)cn3S(=O)(=O)c2ccc(Cl)cc2)CC1	Ki	9.33	8.03
CN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)CC1	Ki	3.83	8.42
CCN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccc(C)cc3)c2)CC1	Ki	11.0	7.96
C/C(=N\NC(=N)N)c1c[nH]c2ccc(NS(=O)(=O)c3ccccc3)cc12	Ki	1.0	9.0
COc1ccc(N(S(=O)(=O)c2sc3ccc(Cl)cc3c2C)S(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1N1CCNCC1	Ki	27.0	7.57
Cc1ccccc1C(OCCN(C)C)c1ccccc1	Ki	521.0	6.28
CN(C)CCn1ccc2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc21	Ki	1.9	8.72
CCN1CCCC(n2cc(S(=O)(=O)C3=C(Cl)NC4SC=CN34)c3cccnc32)C1	Ki	0.7	9.15
O=S(=O)(c1cccc2ccccc12)n1ccc2ccc(C3=CCN4CCCC4C3)cc21	Ki	1.3	8.89
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	Ki	9.5	8.02
COc1cc(S(=O)(=O)c2cccc(C(C)O)c2)cc2c3c(oc12)CCNC3	Ki	0.6	9.22
Cc1cc(S(=O)(=O)c2ccccc2F)cc2c3c(oc12)CCNC3	Ki	0.39	9.41
COc1cc(S(=O)(=O)c2cccc([C@@H](C)O)c2)cc2c3c(oc12)CCNC3	Ki	0.69	9.16
COc1ccc(S(=O)(=O)Nc2cc(Br)ccc2Br)cc1N1CCNCC1	Ki	1.0	9.0
O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3ccccc3)CC2)CC1	Ki	6712.0	5.17
O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1	Ki	309.0	6.51
CN(C)c1ccc2c(c1)-c1cccc3c1C(C2)N(C)CC3	Ki	1588.0	5.8
Cn1ccc(-c2cc(S(=O)(=O)c3ccccc3)cc3c4c(oc23)CCNC4)n1	Ki	60.0	7.22
NC[C@@H]1CCCc2cc(S(=O)(=O)c3cc(F)cc4[nH]cnc34)ccc21	Ki	5.012	8.3
CS(=O)(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	0.1995	9.7
O=S(=O)(c1ccccc1)c1nnn2c1nc(NC1CCCC1)c1sccc12	Ki	5.5	8.26
O=S(=O)(c1ccccc1)c1nnn2c1nc(N1CCCC1)c1sccc12	Ki	87.5	7.06
O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cccs1	Ki	267.0	6.57
CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2ccc(F)cc2)C1.Cl	Ki	12.5	7.9
CNc1nn2c(C)c3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3	Ki	0.66	9.18
N=C(N)NC(=O)C[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	0.631	9.2
CC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	0.1259	9.9
O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)CCC[C@H]2CN1CC(O)C1	Ki	0.1	10.0
CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2ccccc2F)C1	Ki	10.4	7.98
CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)c1cnc2ccccc2c1	Ki	14460.0	4.84
Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2)sc2ccc(Cl)cc12	Ki	1.995	8.7
CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	1.2	8.92
Cc1cc(C)n2nc(OCCN(C)C)c(S(=O)(=O)c3ccccc3)c2n1	Ki	2200.0	5.66
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCCC3	Ki	0.499	9.3
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCCC3	Ki	0.259	9.59
O=S(=O)(c1ccccc1)c1cnn2c(N3CCNCC3)c3c(nc12)CCC3	Ki	0.85	9.07
Cc1c(S(=O)(=O)Nc2ccc3ncc(N4CCN(C)CC4)cc3c2)sc2ccc(Cl)cc12	Ki	79.43	7.1
Cn1c(=O)cnn(CCCCN2CCN(c3cccc4ccc(O[11CH3])cc34)CC2)c1=O	Ki	120.3	6.92
O=S(=O)(c1ccccc1)c1c[nH]c2c(N3CCNCC3)ccnc12	Ki	7.943	8.1
CSc1nn2ccc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	16.6	7.78
CSc1nn2c(CO)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	0.5623	9.25
CNc1nn2cccnc2c1S(=O)(=O)c1ccccc1	Ki	3.89	8.41
CNc1nn2ccc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	1.445	8.84
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cccc(Cl)c1	Ki	0.1862	9.73
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cccc(F)c1	Ki	0.5012	9.3
CCCN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1	Ki	125.0	6.9
O=S(=O)(c1ccccc1)N1Cc2cccc(C3CCNCC3)c2C1	Ki	0.43	9.37
CCN1CCC(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1	Ki	2.3	8.64
CCN1CCN(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1	Ki	28.0	7.55
CCCN1CCN(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1	Ki	4.6	8.34
O=S(=O)(c1ccccc1)N1CCc2c(N3CCNCC3)cccc21	Ki	118.0	6.93
CCCN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1	Ki	74.0	7.13
O=S(=O)(c1ccccc1)N1CCc2c(N3CCN(C4CCC4)CC3)cccc21	Ki	266.0	6.58
COc1ccc(S(=O)(=O)n2cc(CCN)c3ccccc32)cc1OC	Ki	7.0	8.15
COc1ccc2c(c1)c1c(n2Cc2ccc(N)cc2)CCCC1	Ki	6000.0	5.22
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNCC3)cc1	Ki	25.12	7.6
COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1N1CCNCC1	Ki	8.0	8.1
COc1ccc(N(S(=O)(=O)c2cccc3c(N(C)C)cccc23)S(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1N1CCNCC1	Ki	135.0	6.87
COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1	Ki	175.0	6.76
COc1ccc(NS(=O)(=O)c2ccc(-c3ncc(-c4ccc(N(C)C)cc4)o3)cc2)cc1N1CCNCC1	Ki	523.0	6.28
O=C1c2ccccc2C(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1	Ki	160.0	6.8
O=c1oc2ccccc2n1CCCCCCN1CCN(c2nsc3ccccc23)CC1	Ki	189.0	6.72
O=S(=O)(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccccc1	Ki	317.0	6.5
CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc12	Ki	0.4	9.4
CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc12	Ki	40.8	7.39
COc1ccc2c(c1)c(CCN(C)C)cn2-c1ccccc1	Ki	33.0	7.48
COc1cc(N)cc(NS(=O)(=O)c2ccc(N)cc2)c1	Ki	39.81	7.4
O=S(=O)(Oc1ccc2[nH]cc(C3CCNCC3)c2c1)c1c(F)cccc1F	Ki	1.0	9.0
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1	Ki	3.981	8.4
CCN(CC)CCn1ccc2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc21	Ki	97.3	7.01
Cc1cc(Cl)ccc1OCc1nc(N)nc(N2CCN(C)CC2)n1	Ki	911.0	6.04
COc1ccc(-c2c(=O)n(CCCCN3CCCC(c4c[nH]c5ccccc45)C3)c(=O)n3ccccc23)cc1	Ki	1709.0	5.77
CN1CC=C(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1	Ki	5.0	8.3
NCCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21	Ki	25.0	7.6
CSc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCCC3	Ki	0.44	9.36
CSc1nn2c(C)c3c(nc2c1S(=O)(=O)c1ccccc1)CCCC3	Ki	0.68	9.17
Cn1cncc1-c1c[nH]c2ccc(I)cc12	Ki	407.0	6.39
COc1ccccc1N1CCN(CCCCCCN2C(=O)c3cccc4cccc(c34)C2=O)CC1	Ki	671.0	6.17
Cc1cc(C)n2nc(N(C)C)c(S(=O)(=O)c3ccccc3)c2n1	Ki	14.5	7.84
Fc1ccc(Sc2ccc3c(c2)N2CCNCC2C3)cc1	Ki	160.0	6.8
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	Ki	26.0	7.58
CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C#N)cc3)cc(N3CCN(C)CC3)nc21	Ki	7.0	8.15
Cc1cc(-c2cc(N3CCN(C)CC3)nc3c2ccn3S(=O)(=O)CC(C)C)c(C)s1	Ki	12.0	7.92
COc1ccc(OC)c(S(=O)(=O)n2cc(CCN(C)C)c3cccc(OC)c32)c1	Ki	183.0	6.74
CCn1cncc1-c1c[nH]c2ccc(F)cc12	Ki	4898.0	5.31
Cn1cncc1-c1c[nH]c2ccc(Br)c(F)c12	Ki	794.0	6.1
CCc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1	Ki	121.0	6.92
Cc1ccc(S(=O)(=O)n2ccc3ccc(N4CCN5CCCC5C4)cc32)cc1	Ki	3.3	8.48
COc1ccc(S(=O)(=O)n2cc(CCN(C)C)c3cc(OC)ccc32)cc1	Ki	8.0	8.1
O=S(=O)(Nc1ccc2[nH]ccc2c1)c1c(Cl)nc2n1CCS2	Ki	16.9	7.77
COc1ccc2c(c1)c(C1CCNCC1)cn2S(=O)(=O)c1ccc2cccnc2c1	Ki	30.0	7.52
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(N)n1	Ki	1000.0	6.0
O=S(=O)(c1ccc2oc3c(c2c1)CNCC3)n1ccc2ccc(F)cc21	Ki	1.5	8.82
[C-]#[N+]c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1	Ki	12.0	7.92
CCc1c(S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2)sc2ccc(Cl)cc12	Ki	1.259	8.9
COc1ccccc1S(=O)(=O)n1c2c(c3ccccc31)CCNCC2	Ki	19.0	7.72
O=C1Nc2ccccc2C12CCN(CCN1CCN(c3ccccc3Cl)CC1)C2	Ki	2843.0	5.55
O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1	Ki	1185.0	5.93
COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1cccs1	Ki	8.3	8.08
O=S(=O)(Nc1ccc2c(c1)CCN(Cc1cc[nH]n1)CC2)c1ccc(-c2ccccn2)s1	Ki	158.49	6.8
C[C@@H]1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1	Ki	434.0	6.36
CC(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	7.5	8.12
O=S(=O)(c1cccc(CO)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	4.4	8.36
O=S(=O)(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CN(c1cccnc1)CC3	Ki	123.0	6.91
Cn1ncc2cc(S(=O)(=O)c3cc(Cl)c4oc5c(c4c3)CNCC5)ccc21	Ki	37.0	7.43
CN(C)C(=O)CN1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1	Ki	45.0	7.35
CC(O)CN1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1	Ki	1.7	8.77
O=S(=O)(c1cc(Cl)c2oc3c(c2c1)CNCC3)c1ccccc1C(F)(F)F	Ki	6.1	8.21
O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1cc(F)ccc1F	Ki	3.8	8.42
CC(C)CS(=O)(=O)n1ccc2c(-c3cnn(C)c3)cc(N3CCN(C)CC3)nc21	Ki	87.0	7.06
O=S(=O)(c1cccc(Cl)c1)c1nnn2c1nc(NCc1cccnc1)c1sccc12	Ki	14.7	7.83
NCCOc1cccc2c1c1cccc3c1n2[C@H](c1ccccc1)CO3	Ki	1.8	8.74
N=C(N)CCC1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21	Ki	59.0	7.23
CN(C)CCn1ccc2ccc(NS(=O)(=O)c3cccc4ccccc34)cc21	Ki	20.0	7.7
CN1CCN(c2cccc3c(S(=O)(=O)c4ccccc4)c[nH]c23)CC1	Ki	0.5	9.3
CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	Ki	2.9	8.54
Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCCC3)c2)cc1	Ki	1.0	9.0
CNCCC=C1c2ccccc2CCc2ccccc21	Ki	214.0	6.67
CN(C)CCc1c(-c2ccccc2)[nH]c2ccncc12	Ki	270.0	6.57
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	Ki	1595.0	5.8
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1	Ki	0.6	9.22
CNc1cc(Br)cc(NS(=O)(=O)c2ccc(N)cc2)c1	Ki	20.0	7.7
COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1	Ki	3.0	8.52
CCc1[nH]c2ccc(OC)cc2c1CCN(C)C	Ki	16.0	7.8
Cc1cn(S(=O)(=O)c2ccc(N)cc2)c2ccccc12	Ki	12.0	7.92
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)cc(NC)n1	Ki	12.59	7.9
COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccccc2)CCCC1CN(C)C	Ki	1.5	8.82
CN1CCC(N(C)C(=O)C2CN(S(=O)(=O)c3ccc4ccccc4c3)c3ccccc32)CC1	Ki	25.12	7.6
COc1ccc(S(=O)(=O)N2CC(C(=O)NC3CC4CCC(C3)N4C)c3ccccc32)c2ccccc12	Ki	31.62	7.5
CN1CCC(N(C)C(=O)C2CN(S(=O)(=O)c3cccc4c(Cl)cccc34)c3ccccc32)CC1	Ki	5.012	8.3
CC(C)CS(=O)(=O)n1ccc2c(-c3ccccc3C(F)(F)F)cc(N3CCN(C)CC3)nc21	Ki	24.0	7.62
NC1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)CC1	Ki	4.27	8.37
N[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1	Ki	4.46	8.35
CCc1[nH]c2ccc(OC)cc2c1C[C@H]1CCCN1C	Ki	1.8	8.74
CN(C)[C@H]1CCc2c(cccc2NS(=O)(=O)c2ccccc2)C1	Ki	90.0	7.05
CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	Ki	1.7	8.77
O=S(=O)(c1cccc(Cl)c1)c1ccc2oc3c(c2c1)CNCC3	Ki	6.2	8.21
O=S(=O)(c1cccc(Cl)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	0.35	9.46
COc1cc2c(cc1NS(=O)(=O)c1c(Cl)nc3sccn13)C(C)=C(C)C2	Ki	64.0	7.19
O=S(=O)(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	0.55	9.26
CNC(=O)c1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	Ki	607.0	6.22
O=S(=O)(c1ccccc1)c1cc(CCO)c2oc3c(c2c1)CNCC3	Ki	4.3	8.37
CC1Cc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2CN1	Ki	19.0	7.72
